"일자","지점명","교과명","학생번호","학생명","tel1","tel2","tel3","유형명","순공시간","순공시간(HH:mm:ss)"
'2026-03-24',분당정자,국어,395969,이현지,"010","4779","7364",자습,"1시간 46분 53초","00:45:53"
'2026-03-24',분당정자,사회탐구,395969,이현지,"010","4779","7364",자습,"1시간 49분 33초","00:48:33"
'2026-03-24',분당정자,수학,395969,이현지,"010","4779","7364",인강,"4시간 58분 55초","03:57:55"
'2026-03-24',분당정자,수학,395969,이현지,"010","4779","7364",자습,"1시간 20분 0초","01:20:00"
'2026-03-24',분당정자,영어,395969,이현지,"010","4779","7364",인강,"2시간 53분 37초","01:52:37"
'2026-03-24',분당정자,영어,395969,이현지,"010","4779","7364",자습,"1시간 42분 36초","00:41:36"
'2026-03-24',분당정자,국어,395321,장하윤,"010","2671","4979",자습,"3시간 26분 51초","03:25:51"
'2026-03-24',분당정자,수학,395321,장하윤,"010","2671","4979",자습,"8시간 20분 16초","08:20:16"
'2026-03-24',분당정자,영어,395321,장하윤,"010","2671","4979",자습,"1시간 58분 6초","00:58:06"
'2026-03-24',분당정자,수학,396377,정소연,"010","4963","5985",인강,"2시간 14분 53초","02:13:53"
'2026-03-24',분당정자,수학,396377,정소연,"010","4963","5985",자습,"2시간 43분 19초","01:43:19"
'2026-03-24',분당정자,영어,396377,정소연,"010","4963","5985",인강,"1시간 22분 57초","01:21:57"
'2026-03-24',분당정자,영어,396377,정소연,"010","4963","5985",자습,"1시간 30분 20초","00:30:20"
'2026-03-24',분당정자,국어,395571,정시윤,"010","2181","4368",자습,"3시간 10분 57초","03:09:57"
'2026-03-24',분당정자,사회탐구,395571,정시윤,"010","2181","4368",자습,"5시간 6분 0초","05:06:00"
'2026-03-24',분당정자,영어,395571,정시윤,"010","2181","4368",자습,"1시간 56분 46초","00:55:46"
'2026-03-24',분당정자,한국사,395571,정시윤,"010","2181","4368",자습,"2시간 52분 12초","01:52:12"
'2026-03-24',분당정자,국어,394866,정은재,"010","6641","7830",자습,"2시간 52분 31초","01:51:31"
'2026-03-24',분당정자,사회탐구,394866,정은재,"010","6641","7830",자습,"5시간 45분 32초","04:44:32"
'2026-03-24',분당정자,수학,394866,정은재,"010","6641","7830",자습,"4시간 40분 18초","03:40:18"
'2026-03-24',분당정자,영어,394866,정은재,"010","6641","7830",자습,"1시간 52분 44초","00:51:44"
'2026-03-24',분당정자,국어,393140,정현우,"010","2196","7228",자습,"2시간 44분 7초","01:44:07"
'2026-03-24',분당정자,수학,393140,정현우,"010","2196","7228",자습,"9시간 1분 55초","09:00:55"
'2026-03-24',분당정자,영어,393140,정현우,"010","2196","7228",자습,"1시간 40분 14초","00:40:14"
'2026-03-24',분당정자,국어,396135,조가은,"010","9491","2794",자습,"1시간 16분 59초","01:15:59"
'2026-03-24',분당정자,사회탐구,396135,조가은,"010","9491","2794",인강,"2시간 19분 12초","02:19:12"
'2026-03-24',분당정자,사회탐구,396135,조가은,"010","9491","2794",자습,"1시간 8분 0초","01:08:00"
'2026-03-24',분당정자,수학,396135,조가은,"010","9491","2794",인강,"1시간 49분 36초","00:48:36"
'2026-03-24',분당정자,수학,396135,조가은,"010","9491","2794",자습,"4시간 0분 20초","04:00:20"
'2026-03-24',분당정자,영어,396135,조가은,"010","9491","2794",자습,"1시간 17분 23초","01:17:23"
'2026-03-24',분당정자,국어,389569,조윤성,"010","3141","5242",자습,"13시간 18분 0초","13:18:00"
'2026-03-24',분당정자,국어,394726,주정서,"010","7412","1268",자습,"5시간 47분 44초","04:46:44"
'2026-03-24',분당정자,사회탐구,394726,주정서,"010","7412","1268",인강,"3시간 49분 39초","02:48:39"
'2026-03-24',분당정자,수학,394726,주정서,"010","7412","1268",인강,"2시간 46분 10초","01:46:10"
'2026-03-24',분당정자,영어,394726,주정서,"010","7412","1268",자습,"2시간 19분 50초","02:18:50"
'2026-03-24',분당정자,국어,390553,주형경,"010","3797","5624",자습,"3시간 10분 53초","03:09:53"
'2026-03-24',분당정자,사회탐구,390553,주형경,"010","3797","5624",인강,"3시간 48분 19초","02:48:19"
'2026-03-24',분당정자,수학,390553,주형경,"010","3797","5624",인강,"2시간 6분 52초","02:05:52"
'2026-03-24',분당정자,수학,390553,주형경,"010","3797","5624",자습,"1시간 12분 7초","01:12:07"
'2026-03-24',분당정자,영어,390553,주형경,"010","3797","5624",자습,"1시간 3분 26초","01:03:26"
'2026-03-24',분당정자,국어,396995,최정원,"010","2079","6110",자습,"4시간 35분 12초","03:35:12"
'2026-03-24',분당정자,사회탐구,396995,최정원,"010","2079","6110",자습,"2시간 40분 45초","01:39:45"
'2026-03-24',분당정자,수학,396995,최정원,"010","2079","6110",자습,"5시간 39분 53초","04:38:53"
'2026-03-24',분당정자,영어,396995,최정원,"010","2079","6110",자습,"1시간 56분 37초","00:55:37"
'2026-03-24',분당정자,국어,396204,허다연,"010","4329","2277",인강,"3시간 41분 18초","02:41:18"
'2026-03-24',분당정자,국어,396204,허다연,"010","4329","2277",자습,"2시간 25분 49초","02:24:49"
'2026-03-24',분당정자,사회탐구,396204,허다연,"010","4329","2277",인강,"4시간 58분 35초","03:57:35"
'2026-03-24',분당정자,영어,396204,허다연,"010","4329","2277",자습,"0시간 19분 1초","00:19:01"
'2026-03-24',분당정자,사회탐구,395990,홍다윗,"010","4420","3034",자습,"2시간 24분 41초","02:23:41"
'2026-03-24',분당정자,수학,395990,홍다윗,"010","4420","3034",자습,"3시간 33분 46초","02:32:46"
'2026-03-24',서울강동,국어,392532,권수현,"010","5019","7663",자습,"9시간 28분 25초","09:28:25"
'2026-03-24',서울강동,사회탐구,392532,권수현,"010","5019","7663",인강,"1시간 30분 50초","01:29:50"
'2026-03-24',서울강동,수학,392532,권수현,"010","5019","7663",자습,"1시간 17분 51초","01:16:51"
'2026-03-24',서울강동,영어,392532,권수현,"010","5019","7663",자습,"2시간 30분 21초","01:30:21"
'2026-03-24',서울강동,국어,395853,김나현,"010","9984","7522",자습,"2시간 21분 47초","02:20:47"
'2026-03-24',서울강동,사회탐구,395853,김나현,"010","9984","7522",인강,"2시간 28분 45초","02:27:45"
'2026-03-24',서울강동,사회탐구,395853,김나현,"010","9984","7522",자습,"1시간 56분 0초","00:56:00"
'2026-03-24',서울강동,수학,395853,김나현,"010","9984","7522",인강,"3시간 45분 47초","02:44:47"
'2026-03-24',서울강동,영어,395853,김나현,"010","9984","7522",자습,"1시간 32분 23초","00:32:23"
'2026-03-24',서울강동,국어,393946,김도현,"010","8300","9643",자습,"1시간 53분 35초","00:52:35"
'2026-03-24',서울강동,수학,393946,김도현,"010","8300","9643",자습,"8시간 35분 47초","07:34:47"
'2026-03-24',서울강동,영어,393946,김도현,"010","8300","9643",자습,"2시간 7분 24초","02:07:24"
'2026-03-24',서울강동,국어,396324,김지원,"010","8352","7562",인강,"1시간 23분 51초","01:22:51"
'2026-03-24',서울강동,국어,396324,김지원,"010","8352","7562",자습,"1시간 14분 27초","01:14:27"
'2026-03-24',서울강동,국어,396918,김태훈,"010","9763","8876",인강,"4시간 37분 22초","03:37:22"
'2026-03-24',서울강동,사회탐구,396918,김태훈,"010","9763","8876",인강,"1시간 21분 51초","01:20:51"
'2026-03-24',서울강동,수학,396918,김태훈,"010","9763","8876",자습,"4시간 48분 28초","03:48:28"
'2026-03-24',서울강동,영어,396918,김태훈,"010","9763","8876",인강,"1시간 7분 21초","01:07:21"
'2026-03-24',서울강동,국어,395852,김하율,"010","8696","5223",자습,"4시간 49분 38초","03:48:38"
'2026-03-24',서울강동,수학,395852,김하율,"010","8696","5223",자습,"6시간 31분 25초","05:31:25"
'2026-03-24',서울강동,영어,395852,김하율,"010","8696","5223",자습,"2시간 42분 6초","01:42:06"
'2026-03-24',서울강동,국어,395784,이민재,"010","9599","2175",자습,"4시간 59분 29초","03:59:29"
'2026-03-24',서울강동,사회탐구,395784,이민재,"010","9599","2175",자습,"2시간 42분 24초","01:42:24"
'2026-03-24',서울강동,수학,395784,이민재,"010","9599","2175",자습,"4시간 40분 54초","03:39:54"
'2026-03-24',서울강동,영어,395784,이민재,"010","9599","2175",자습,"1시간 24분 16초","01:24:16"
'2026-03-24',서울강동,국어,396304,이보명,"010","9031","9310",자습,"3시간 59분 27초","02:59:27"
'2026-03-24',서울강동,수학,396304,이보명,"010","9031","9310",자습,"7시간 12분 50초","07:11:50"
'2026-03-24',서울강동,영어,396304,이보명,"010","9031","9310",자습,"2시간 37분 5초","01:37:05"
'2026-03-24',서울강동,국어,396641,장민준,"010","9467","5721",자습,"1시간 21분 17초","01:21:17"
'2026-03-24',서울강동,사회탐구,396641,장민준,"010","9467","5721",자습,"0시간 8분 14초","00:08:14"
'2026-03-24',서울강동,수학,396641,장민준,"010","9467","5721",자습,"6시간 0분 12초","06:00:12"
'2026-03-24',서울강동,영어,396641,장민준,"010","9467","5721",자습,"2시간 54분 39초","01:53:39"
'2026-03-24',서울강동,국어,391228,정가연,"010","2938","9778",자습,"4시간 21분 7초","04:21:07"
'2026-03-24',서울강동,수학,391228,정가연,"010","2938","9778",자습,"5시간 6분 48초","05:05:48"
'2026-03-24',서울강동,영어,391228,정가연,"010","2938","9778",자습,"1시간 45분 26초","00:45:26"
'2026-03-24',서울강동,국어,392281,조예슬,"010","3395","5196",인강,"2시간 43분 20초","01:43:20"
'2026-03-24',서울강동,국어,392281,조예슬,"010","3395","5196",자습,"2시간 55분 9초","01:55:09"
'2026-03-24',서울강동,수학,392281,조예슬,"010","3395","5196",자습,"5시간 40분 19초","04:40:19"
'2026-03-24',서울강동,한국사,392281,조예슬,"010","3395","5196",자습,"1시간 21분 53초","01:20:53"
'2026-03-24',서울광진,국어,394334,김재윤,"010","4544","4084",인강,"5시간 44분 44초","04:43:44"
'2026-03-24',서울광진,수학,394334,김재윤,"010","4544","4084",인강,"3시간 43분 3초","02:43:03"
'2026-03-24',서울광진,수학,390042,김지오,"010","2494","9446",실모,"2시간 40분 4초","01:40:04"
'2026-03-24',서울광진,수학,390042,김지오,"010","2494","9446",자습,"5시간 25분 53초","05:24:53"
'2026-03-24',서울광진,영어,390042,김지오,"010","2494","9446",자습,"3시간 33분 30초","02:32:30"
'2026-03-24',서울광진,국어,395957,김현수,"010","2195","3484",인강,"2시간 31분 3초","01:31:03"
'2026-03-24',서울광진,국어,395957,김현수,"010","2195","3484",자습,"2시간 19분 24초","02:19:24"
'2026-03-24',서울광진,사회탐구,395957,김현수,"010","2195","3484",자습,"1시간 7분 38초","01:06:38"
'2026-03-24',서울광진,수학,395957,김현수,"010","2195","3484",인강,"5시간 20분 14초","05:20:14"
'2026-03-24',서울광진,영어,395957,김현수,"010","2195","3484",인강,"1시간 36분 59초","00:35:59"
'2026-03-24',서울광진,영어,395957,김현수,"010","2195","3484",자습,"0시간 29분 0초","00:29:00"
'2026-03-24',서울광진,국어,388813,박성현,"010","5101","4255",자습,"6시간 3분 59초","06:02:59"
'2026-03-24',서울광진,사회탐구,388813,박성현,"010","5101","4255",인강,"2시간 13분 48초","02:12:48"
'2026-03-24',서울광진,수학,388813,박성현,"010","5101","4255",자습,"0시간 21분 57초","00:20:57"
'2026-03-24',서울광진,영어,388813,박성현,"010","5101","4255",자습,"3시간 38분 21초","02:38:21"
'2026-03-24',서울광진,과학탐구,384954,배다솜,"010","2618","4038",자습,"1시간 32분 59초","00:31:59"
'2026-03-24',서울광진,국어,384954,배다솜,"010","2618","4038",인강,"1시간 0분 4초","01:00:04"
'2026-03-24',서울광진,국어,384954,배다솜,"010","2618","4038",자습,"1시간 5분 19초","01:05:19"
'2026-03-24',서울광진,사회탐구,384954,배다솜,"010","2618","4038",인강,"1시간 31분 32초","00:30:32"
'2026-03-24',서울광진,사회탐구,384954,배다솜,"010","2618","4038",자습,"2시간 57분 46초","01:56:46"
'2026-03-24',서울광진,수학,384954,배다솜,"010","2618","4038",자습,"2시간 13분 4초","02:13:04"
'2026-03-24',서울광진,영어,384954,배다솜,"010","2618","4038",자습,"1시간 41분 37초","00:40:37"
'2026-03-24',서울광진,국어,396912,한다원,"010","2515","6003",자습,"3시간 50분 6초","02:50:06"
'2026-03-24',서울광진,수학,396912,한다원,"010","2515","6003",인강,"6시간 58분 44초","05:57:44"
'2026-03-24',서울광진,과학탐구,388535,허지안,"010","4677","8990",자습,"2시간 17분 38초","02:16:38"
'2026-03-24',서울광진,국어,388535,허지안,"010","4677","8990",자습,"3시간 30분 13초","02:30:13"
'2026-03-24',서울광진,사회탐구,388535,허지안,"010","4677","8990",자습,"2시간 31분 33초","01:30:33"
'2026-03-24',서울광진,수학,388535,허지안,"010","4677","8990",자습,"5시간 27분 32초","05:26:32"
'2026-03-24',서울도봉,과학탐구,394810,김형준,"010","8538","8001",자습,"1시간 31분 46초","00:30:46"
'2026-03-24',서울도봉,국어,394810,김형준,"010","8538","8001",인강,"4시간 43분 43초","03:42:43"
'2026-03-24',서울도봉,국어,394810,김형준,"010","8538","8001",자습,"1시간 32분 7초","00:32:07"
'2026-03-24',서울도봉,사회탐구,394810,김형준,"010","8538","8001",인강,"1시간 6분 6초","01:06:06"
'2026-03-24',서울도봉,수학,394810,김형준,"010","8538","8001",인강,"3시간 7분 21초","03:07:21"
'2026-03-24',서울도봉,수학,394810,김형준,"010","8538","8001",자습,"2시간 20분 20초","02:20:20"
'2026-03-24',서울도봉,영어,394810,김형준,"010","8538","8001",인강,"1시간 11분 21초","01:11:21"
'2026-03-24',서울도봉,영어,394810,김형준,"010","8538","8001",자습,"0시간 14분 28초","00:14:28"
'2026-03-24',서울성동,과학탐구,395758,안성빈,"010","2172","6625",자습,"2시간 39분 28초","01:39:28"
'2026-03-24',서울성동,수학,395758,안성빈,"010","2172","6625",자습,"3시간 52분 3초","02:52:03"
'2026-03-24',서울성동,영어,395758,안성빈,"010","2172","6625",자습,"1시간 3분 30초","01:02:30"
'2026-03-24',서울성동,국어,396528,오혜원,"010","4907","5627",자습,"4시간 6분 38초","04:05:38"
'2026-03-24',서울성동,사회탐구,396528,오혜원,"010","4907","5627",자습,"1시간 48분 40초","00:47:40"
'2026-03-24',서울성동,수학,396528,오혜원,"010","4907","5627",자습,"6시간 10분 29초","06:10:29"
'2026-03-24',서울성동,영어,396528,오혜원,"010","4907","5627",자습,"1시간 47분 33초","00:46:33"
'2026-03-24',서울성동,영어,391969,이민수,"010","9600","9243",자습,"12시간 9분 10초","12:09:10"
'2026-03-24',서울성동,국어,391730,이시현,"010","4087","2062",단과,"2시간 30분 0초","01:30:00"
'2026-03-24',서울성동,국어,391730,이시현,"010","4087","2062",자습,"2시간 36분 19초","01:36:19"
'2026-03-24',서울성동,수학,391730,이시현,"010","4087","2062",단과,"4시간 45분 0초","03:45:00"
'2026-03-24',서울성동,영어,391730,이시현,"010","4087","2062",자습,"1시간 1분 54초","01:00:54"
'2026-03-24',서울성동,사회탐구,395857,이주혜,"010","2505","5159",인강,"0시간 11분 23초","00:11:23"
'2026-03-24',서울성동,사회탐구,395857,이주혜,"010","2505","5159",자습,"4시간 41분 52초","03:40:52"
'2026-03-24',서울성동,수학,395857,이주혜,"010","2505","5159",인강,"3시간 10분 30초","03:09:30"
'2026-03-24',서울성동,수학,395857,이주혜,"010","2505","5159",자습,"3시간 1분 58초","03:00:58"
'2026-03-24',서울성동,영어,395857,이주혜,"010","2505","5159",자습,"3시간 27분 15초","03:27:15"
'2026-03-24',서울성동,국어,397057,전혜림,"010","9823","7100",자습,"4시간 58분 53초","03:57:53"
'2026-03-24',서울성동,수학,397057,전혜림,"010","9823","7100",자습,"4시간 42분 8초","03:42:08"
'2026-03-24',서울성동,과학탐구,395756,채원태,"010","3810","8522",자습,"2시간 0분 14초","02:00:14"
'2026-03-24',서울성동,국어,395756,채원태,"010","3810","8522",자습,"0시간 17분 58초","00:16:58"
'2026-03-24',서울성동,수학,395756,채원태,"010","3810","8522",실모,"2시간 40분 0초","01:40:00"
'2026-03-24',서울성동,수학,395756,채원태,"010","3810","8522",자습,"8시간 32분 43초","07:31:43"
'2026-03-24',서울성동,사회탐구,396643,최준혁,"010","2105","3900",인강,"1시간 47분 37초","00:46:37"
'2026-03-24',서울성동,국어,395099,하재윤,"010","3372","5432",인강,"2시간 20분 55초","02:19:55"
'2026-03-24',서울성동,국어,395099,하재윤,"010","3372","5432",자습,"2시간 48분 3초","01:48:03"
'2026-03-24',서울성동,사회탐구,395099,하재윤,"010","3372","5432",인강,"3시간 52분 0초","02:52:00"
'2026-03-24',서울성동,수학,395099,하재윤,"010","3372","5432",인강,"3시간 24분 13초","03:24:13"
'2026-03-24',서울성동,영어,395099,하재윤,"010","3372","5432",인강,"1시간 28분 29초","01:28:29"
'2026-03-24',서울성북,과학탐구,396844,주경철,"010","3737","8347",인강,"1시간 10분 5초","01:10:05"
'2026-03-24',서울성북,과학탐구,396844,주경철,"010","3737","8347",자습,"2시간 37분 7초","01:37:07"
'2026-03-24',서울성북,국어,396844,주경철,"010","3737","8347",인강,"2시간 14분 56초","02:13:56"
'2026-03-24',서울성북,국어,396844,주경철,"010","3737","8347",자습,"4시간 32분 10초","03:32:10"
'2026-03-24',서울성북,수학,396844,주경철,"010","3737","8347",자습,"3시간 17분 30초","03:16:30"
'2026-03-24',수원시청,국어,396382,권현수,"010","3115","8372",인강,"3시간 55분 5초","02:55:05"
'2026-03-24',수원시청,사회탐구,396382,권현수,"010","3115","8372",인강,"1시간 22분 22초","01:22:22"
'2026-03-24',수원시청,사회탐구,396382,권현수,"010","3115","8372",자습,"1시간 9분 30초","01:08:30"
'2026-03-24',수원시청,수학,396382,권현수,"010","3115","8372",인강,"1시간 29분 46초","01:28:46"
'2026-03-24',수원시청,수학,396382,권현수,"010","3115","8372",자습,"3시간 18분 45초","03:17:45"
'2026-03-24',수원영통,국어,392254,남동현,"010","8242","7323",자습,"3시간 26분 55초","03:25:55"
'2026-03-24',수원영통,사회탐구,392254,남동현,"010","8242","7323",인강,"3시간 39분 37초","02:38:37"
'2026-03-24',수원영통,수학,392254,남동현,"010","8242","7323",인강,"5시간 15분 49초","05:14:49"
'2026-03-24',수원영통,영어,392254,남동현,"010","8242","7323",인강,"1시간 29분 26초","01:29:26"
'2026-03-24',수원영통,과학탐구,393965,박성현,"010","9348","7249",단과,"4시간 60분 53초","03:59:53"
'2026-03-24',수원영통,국어,393965,박성현,"010","9348","7249",실모,"1시간 20분 0초","01:20:00"
'2026-03-24',수원영통,국어,393965,박성현,"010","9348","7249",인강,"2시간 45분 13초","01:45:13"
'2026-03-24',수원영통,국어,393965,박성현,"010","9348","7249",자습,"1시간 39분 15초","00:39:15"
'2026-03-24',수원영통,사회탐구,393965,박성현,"010","9348","7249",단과,"0시간 26분 9초","00:26:09"
'2026-03-24',수원영통,수학,393965,박성현,"010","9348","7249",자습,"4시간 53분 22초","03:53:22"
'2026-03-24',수원영통,영어,393965,박성현,"010","9348","7249",인강,"2시간 30분 27초","01:30:27"
'2026-03-24',수원영통,영어,393965,박성현,"010","9348","7249",자습,"1시간 34분 9초","00:34:09"
'2026-03-24',수원영통,국어,392958,신지유,"010","5663","0589",인강,"2시간 59분 0초","01:59:00"
'2026-03-24',수원영통,국어,392958,신지유,"010","5663","0589",자습,"0시간 23분 44초","00:22:44"
'2026-03-24',수원영통,수학,392958,신지유,"010","5663","0589",인강,"3시간 52분 19초","02:52:19"
'2026-03-24',수원영통,수학,392958,신지유,"010","5663","0589",자습,"2시간 51분 32초","01:50:32"
'2026-03-24',수원영통,영어,392958,신지유,"010","5663","0589",자습,"5시간 13분 19초","05:13:19"
'2026-03-24',수원영통,국어,396678,양영서,"010","5346","4810",자습,"4시간 38분 46초","03:37:46"
'2026-03-24',수원영통,영어,396678,양영서,"010","5346","4810",자습,"0시간 0분 1초","00:00:01"
'2026-03-24',수원영통,국어,395362,유하리,"010","6481","3058",인강,"3시간 30분 11초","02:30:11"
'2026-03-24',수원영통,국어,395362,유하리,"010","6481","3058",자습,"3시간 2분 24초","03:02:24"
'2026-03-24',수원영통,수학,395362,유하리,"010","6481","3058",인강,"2시간 42분 37초","01:41:37"
'2026-03-24',수원영통,수학,395362,유하리,"010","6481","3058",자습,"2시간 26분 13초","02:26:13"
'2026-03-24',수원영통,영어,395362,유하리,"010","6481","3058",자습,"4시간 35분 43초","03:34:43"
'2026-03-24',수원영통,국어,394824,윤소혜,"010","5374","1212",자습,"1시간 45분 1초","00:45:01"
'2026-03-24',수원영통,국어,393417,이현지,"010","3142","3940",자습,"0시간 1분 44초","00:00:44"
'2026-03-24',수원정자,과학탐구,383054,양수빈,"010","8003","6269",인강,"3시간 44분 59초","02:43:59"
'2026-03-24',수원정자,과학탐구,383054,양수빈,"010","8003","6269",자습,"3시간 59분 26초","02:59:26"
'2026-03-24',수원정자,국어,383054,양수빈,"010","8003","6269",자습,"1시간 50분 9초","00:50:09"
'2026-03-24',수원정자,수학,383054,양수빈,"010","8003","6269",인강,"4시간 32분 17초","03:32:17"
'2026-03-24',수원정자,수학,383054,양수빈,"010","8003","6269",자습,"0시간 4분 7초","00:04:07"
'2026-03-24',수원정자,영어,383054,양수빈,"010","8003","6269",자습,"0시간 17분 46초","00:16:46"
'2026-03-24',안성기숙학원,수학,389768,문동현,"010","7374","4586",자습,"0시간 0분 10초","00:00:10"
'2026-03-24',안성기숙학원,국어,390962,안서희,"010","4766","1973",단과,"0시간 25분 0초","00:25:00"
'2026-03-24',안성기숙학원,영어,390962,안서희,"010","4766","1973",단과,"0시간 25분 0초","00:25:00"
'2026-03-24',안성기숙학원,국어,395416,정진우,"010","2486","3848",자습,"3시간 42분 21초","02:42:21"
'2026-03-24',안성기숙학원,사회탐구,395416,정진우,"010","2486","3848",인강,"1시간 59분 55초","00:58:55"
'2026-03-24',안성기숙학원,사회탐구,395416,정진우,"010","2486","3848",자습,"1시간 8분 36초","01:07:36"
'2026-03-24',안성기숙학원,수학,395416,정진우,"010","2486","3848",단과,"0시간 0분 4초","00:00:04"
'2026-03-24',안성기숙학원,수학,395416,정진우,"010","2486","3848",인강,"5시간 43분 3초","04:43:03"
'2026-03-24',안성기숙학원,영어,395416,정진우,"010","2486","3848",자습,"1시간 44분 45초","00:43:45"
'2026-03-24',안성기숙학원,과학탐구,395902,홍수경,"010","7658","7600",자습,"1시간 17분 50초","01:16:50"
'2026-03-24',안성기숙학원,국어,395902,홍수경,"010","7658","7600",자습,"1시간 26분 37초","01:25:37"
'2026-03-24',안성기숙학원,수학,395902,홍수경,"010","7658","7600",자습,"5시간 36분 49초","04:35:49"
'2026-03-24',안성기숙학원,영어,395902,홍수경,"010","7658","7600",자습,"3시간 55분 52초","02:54:52"
'2026-03-24',용인수지,국어,396975,김민선,"010","4687","3352",자습,"5시간 45분 21초","04:45:21"
'2026-03-24',용인수지,사회탐구,396975,김민선,"010","4687","3352",자습,"2시간 58분 47초","01:57:47"
'2026-03-24',용인수지,수학,396975,김민선,"010","4687","3352",자습,"3시간 3분 48초","03:02:48"
'2026-03-24',용인수지,영어,396975,김민선,"010","4687","3352",자습,"1시간 21분 23초","01:21:23"
'2026-03-24',용인수지,국어,396060,김은한,"010","4560","9240",자습,"2시간 47분 58초","01:46:58"
'2026-03-24',용인수지,사회탐구,396060,김은한,"010","4560","9240",자습,"3시간 12분 7초","03:12:07"
'2026-03-24',용인수지,수학,396060,김은한,"010","4560","9240",자습,"6시간 46분 22초","05:46:22"
'2026-03-24',용인수지,영어,396060,김은한,"010","4560","9240",자습,"2시간 33분 45초","01:32:45"
'2026-03-24',울산남구,과학탐구,396182,주현지,"010","4543","6762",인강,"2시간 42분 29초","01:42:29"
'2026-03-24',울산남구,국어,396182,주현지,"010","4543","6762",인강,"1시간 56분 34초","00:55:34"
'2026-03-24',울산남구,국어,396182,주현지,"010","4543","6762",자습,"2시간 32분 10초","01:32:10"
'2026-03-24',울산남구,사회탐구,396182,주현지,"010","4543","6762",인강,"1시간 47분 50초","00:46:50"
'2026-03-24',울산남구,수학,396182,주현지,"010","4543","6762",인강,"6시간 34분 29초","05:34:29"
'2026-03-24',울산남구,영어,396182,주현지,"010","4543","6762",자습,"1시간 52분 43초","00:51:43"
'2026-03-24',은평서대문,국어,396336,김민준,"010","3040","8957",자습,"0시간 0분 1초","00:00:01"
'2026-03-24',은평서대문,사회탐구,396336,김민준,"010","3040","8957",자습,"1시간 48분 7초","00:48:07"
'2026-03-24',은평서대문,수학,396336,김민준,"010","3040","8957",자습,"6시간 54분 40초","05:53:40"
'2026-03-24',은평서대문,영어,396336,김민준,"010","3040","8957",자습,"0시간 0분 2초","00:00:02"
'2026-03-24',은평서대문,국어,395463,박예준,"010","5528","6473",인강,"4시간 42분 57초","03:41:57"
'2026-03-24',은평서대문,사회탐구,395463,박예준,"010","5528","6473",인강,"1시간 38분 41초","00:37:41"
'2026-03-24',은평서대문,수학,395463,박예준,"010","5528","6473",자습,"4시간 43분 27초","03:43:27"
'2026-03-24',은평서대문,영어,395463,박예준,"010","5528","6473",단과,"2시간 5분 35초","02:04:35"
'2026-03-24',은평서대문,영어,395463,박예준,"010","5528","6473",자습,"2시간 44분 49초","01:43:49"
'2026-03-24',은평서대문,국어,396318,백제이,"010","5003","9891",자습,"2시간 59분 5초","01:59:05"
'2026-03-24',은평서대문,수학,396318,백제이,"010","5003","9891",자습,"3시간 34분 29초","02:34:29"
'2026-03-24',은평서대문,영어,396318,백제이,"010","5003","9891",자습,"4시간 59분 55초","03:58:55"
'2026-03-24',은평서대문,직업탐구,396318,백제이,"010","5003","9891",자습,"1시간 19분 15초","01:19:15"
'2026-03-24',의정부,국어,383057,구민석,"010","9540","0588",자습,"0시간 1분 49초","00:00:49"
'2026-03-24',의정부,국어,396909,김민지,"010","3907","6243",자습,"3시간 29분 16초","03:29:16"
'2026-03-24',의정부,사회탐구,396909,김민지,"010","3907","6243",자습,"2시간 11분 56초","02:10:56"
'2026-03-24',의정부,수학,396909,김민지,"010","3907","6243",자습,"4시간 45분 58초","03:44:58"
'2026-03-24',의정부,국어,394007,김세훈,"010","3519","7987",자습,"1시간 45분 59초","00:44:59"
'2026-03-24',의정부,수학,394007,김세훈,"010","3519","7987",자습,"8시간 19분 20초","08:19:20"
'2026-03-24',의정부,영어,394007,김세훈,"010","3519","7987",자습,"1시간 49분 40초","00:48:40"
'2026-03-24',의정부,직업탐구,394007,김세훈,"010","3519","7987",자습,"2시간 15분 50초","02:14:50"
'2026-03-24',의정부,국어,396416,김은영,"010","3912","7790",자습,"4시간 29분 32초","04:28:32"
'2026-03-24',의정부,수학,396416,김은영,"010","3912","7790",자습,"5시간 32분 16초","04:32:16"
'2026-03-24',의정부,영어,396416,김은영,"010","3912","7790",자습,"3시간 60분 42초","02:59:42"
'2026-03-24',의정부,영어,395079,김지혜,"010","4702","8077",자습,"2시간 36분 29초","01:36:29"
'2026-03-24',의정부,국어,393731,김태환,"010","2967","8248",인강,"1시간 28분 55초","01:27:55"
'2026-03-24',의정부,국어,393731,김태환,"010","2967","8248",자습,"1시간 15분 35초","01:14:35"
'2026-03-24',의정부,사회탐구,393731,김태환,"010","2967","8248",인강,"1시간 15분 21초","01:15:21"
'2026-03-24',의정부,수학,393731,김태환,"010","2967","8248",인강,"6시간 19분 10초","06:19:10"
'2026-03-24',의정부,영어,393731,김태환,"010","2967","8248",인강,"0시간 25분 38초","00:24:38"
'2026-03-24',의정부,영어,393731,김태환,"010","2967","8248",자습,"0시간 28분 26초","00:28:26"
'2026-03-24',의정부,국어,377967,김혜연,"010","3618","7104",인강,"3시간 55분 57초","02:54:57"
'2026-03-24',의정부,사회탐구,377967,김혜연,"010","3618","7104",인강,"2시간 6분 14초","02:06:14"
'2026-03-24',의정부,사회탐구,377967,김혜연,"010","3618","7104",자습,"1시간 29분 45초","01:28:45"
